"modeldataset","presabs","id","lat","long","elev_m","bio1_clim","bio2_clim","bio3_clim","bio4_clim","bio5_clim","bio6_clim","bio7_clim","bio8_clim","bio9_clim","bio10_clim","bio11_clim","bio12_clim","bio13_clim","bio14_clim","bio15_clim","bio16_clim","bio17_clim","bio18_clim","bio19_clim"
"Climate ENM",0,"pseudo.8923",39.294894,-123.427978,199,13.45,16.06666667,56.17715618,469.5984745,30.3,1.7,28.6,8.1,19.26666667,19.31666667,8.1,1152,242,1,93.6500202,659,14,15,659
"Climate ENM",0,"pseudo.8924",35.481319,-120.346042,514,15.1125,18.80833333,55.31862745,526.4120621,34.2,0.2,34,9.95,21.53333333,21.58333333,8.883333333,348,71,0,91.35345941,200,5,12,190
"Climate ENM",0,"pseudo.8925",39.069664,-120.921413,751,14.14583333,13.59166667,43.42385517,659.9154847,32.2,0.9,31.3,6.916666667,22.51666667,22.63333333,6.916666667,1145,215,2,85.38888431,600,18,23,600
"Climate ENM",0,"pseudo.8926",44.035645,-123.182108,130,12.13333333,10.85,42.54901961,538.5305484,27.7,2.2,25.5,6.283333333,19.11666667,19.11666667,5.933333333,1047,190,5,69.84022703,508,39,39,472
"Climate ENM",0,"pseudo.8927",43.20944,-122.843295,714,11.9875,11.50833333,42.94154229,558.1508634,28,1.2,26.8,5.833333333,19.53333333,19.53333333,5.8,1506,251,18,63.72211968,704,81,81,607
"Climate ENM",0,"pseudo.8928",42.395232,-122.846861,398,12.72916667,14.09166667,43.8992731,680.2321072,32.2,0.1,32.1,5.1,21.31666667,21.36666667,4.966666667,528,104,9,68.24396719,261,33,38,239
"Climate ENM",0,"pseudo.8929",40.168726,-121.303024,1451,8.3875,15.05833333,45.49345418,659.0769199,28.2,-4.9,33.1,0.9,16.73333333,16.75,0.9,1108,201,4,82.81416821,579,27,35,579
"Climate ENM",0,"pseudo.8930",40.258102,-121.992556,498,15.70416667,13.675,42.20679012,693.3661578,34.7,2.3,32.4,7.933333333,24.45,24.45,7.933333333,842,152,3,77.06784742,423,24,24,423
"Climate ENM",0,"pseudo.8931",42.272607,-122.197504,1508,6.345833333,12.05833333,42.45892019,594.0403198,23.3,-5.1,28.4,0.05,14.5,14.5,0.033333333,1218,209,12,62.0309559,536,80,80,491
"Climate ENM",0,"pseudo.8932",37.646012,-117.265402,1763,11.29166667,14.2,37.96791444,851.6049909,31.9,-5.5,37.4,3.1,19.45,22.13333333,1.266666667,156,23,9,31.5052194,57,29,32,51
"Climate ENM",0,"pseudo.8933",36.841331,-121.102176,509,16.025,16.28333333,50.72689512,565.9645829,33.9,1.8,32.1,9.4,22.9,23.28333333,9.4,365,76,1,91.54579426,208,5,11,208
"Climate ENM",0,"pseudo.8934",41.81632,-123.722253,1171,9.579166667,11.75833333,44.03870162,557.516646,25.6,-1.1,26.7,4.1,17.3,17.3,3.7,2982,572,18,75.05582207,1452,96,96,1389
"Climate ENM",0,"pseudo.8935",40.226766,-124.084272,363,12.40416667,9.941666667,43.7958884,503.3138291,26.3,3.6,22.7,7.15,18.33333333,19.26666667,7.15,2185,444,3,92.04227868,1244,33,34,1244
"Climate ENM",0,"pseudo.8936",39.952754,-122.912369,1361,10.1875,12.30833333,43.80189798,610.9609607,27,-1.1,28.1,3.616666667,18.36666667,18.36666667,3.616666667,1810,363,2,90.56742627,1017,24,24,1017
"Climate ENM",0,"pseudo.8937",44.560723,-122.799839,161,11.25833333,11.5,44.06130268,527.4244165,27.2,1.1,26.1,5.616666667,18.06666667,18.06666667,5.266666667,1186,184,13,59.44219175,530,70,70,470
"Climate ENM",0,"pseudo.8938",39.58522,-119.675033,1576,10.8625,14.775,39.82479784,801.0082425,32.1,-5,37.1,1.516666667,20.78333333,21.15,1.516666667,262,42,5,56.04947673,117,23,25,117
"Climate ENM",0,"pseudo.8939",37.065062,-119.114432,2194,7.375,11.93333333,43.23671498,593.1981886,23.2,-4.4,27.6,1.3,15.01666667,15.38333333,1.3,997,188,3,88.50395811,552,16,27,552
"Climate ENM",0,"pseudo.8940",36.718576,-117.720775,342,22.37916667,15.95833333,40.29882155,830.244921,42.5,2.9,39.6,12.06666667,30.18333333,32.36666667,12.06666667,85,21,2,88.02545462,55,6,6,55
"Climate ENM",0,"pseudo.8941",36.975799,-119.363921,588,17.0625,13.10833333,40.58307534,720.8048689,35.3,3,32.3,10.01666667,26.13333333,26.31666667,8.95,645,126,1,87.82028633,342,7,11,341
"Climate ENM",0,"pseudo.8942",33.601986,-116.183719,-41,23.02916667,17.15833333,45.75555556,752.9139101,41.6,4.1,37.5,13.85,26.43333333,32.21666667,13.85,63,12,1,61.44916598,32,3,7,32
"Climate ENM",0,"pseudo.8943",38.09595,-118.651311,2363,7.370833333,15.45833333,43.30065359,735.2193808,27.3,-8.4,35.7,-1.2,16.6,16.75,-1.2,326,57,6,58.99813197,153,33,34,153
"Climate ENM",0,"pseudo.8944",33.15143,-116.984316,412,16.95,16.01666667,55.22988506,459.5600663,32.7,3.7,29,12.36666667,22.45,22.98333333,11.75,386,86,2,95.20482362,236,9,13,213
"Climate ENM",0,"pseudo.8945",41.537184,-123.744215,1014,10.7375,13.89166667,47.25056689,574.7059525,28.5,-0.9,29.4,4.9,18.5,18.5,4.466666667,2954,562,16,74.38326941,1440,94,94,1392
"Climate ENM",0,"pseudo.8946",34.703506,-119.17622,1498,11.1,10.86666667,39.51515152,636.485378,27.1,-0.4,27.5,4.716666667,19.08333333,19.41666667,4.25,414,100,0,100.8270429,253,4,6,250
"Climate ENM",0,"pseudo.8947",37.800495,-118.106706,1519,11.57083333,18.04166667,43.57890499,845.8816227,33.8,-7.6,41.4,1.466666667,17.51666667,22.31666667,1.466666667,145,19,8,29.05159456,52,24,28,52
"Climate ENM",0,"pseudo.8948",34.278207,-117.168337,1639,11.5875,11.55833333,41.87801932,638.0692646,27.5,-0.1,27.6,5.233333333,19.61666667,19.81666667,4.4,1013,229,1,99.01128658,604,10,27,592
"Climate ENM",0,"pseudo.8949",35.799927,-118.296501,2296,8.579166667,11.94166667,42.04812207,612.8007919,25.1,-3.3,28.4,2.216666667,16.41666667,16.8,2.216666667,766,194,4,112.8330532,529,13,18,529
"Climate ENM",0,"pseudo.8950",42.581204,-124.079842,448,12.75416667,13.35833333,47.03638498,553.5852498,30.4,2,28.4,6.833333333,19.68333333,19.9,6.533333333,2191,401,8,79.17488768,1092,62,70,1069
"Climate ENM",0,"pseudo.8951",34.678638,-119.284816,1455,10.80833333,11.65,42.05776173,610.4798163,27.1,-0.6,27.7,4.183333333,18.53333333,18.73333333,4.183333333,298,70,0,97.35427319,178,4,5,178
"Climate ENM",0,"pseudo.8952",41.936129,-123.433623,1260,9.3625,12.69166667,44.37645688,588.9209123,26.5,-2.1,28.6,3.466666667,17.48333333,17.48333333,3.133333333,1536,311,11,82.35515847,796,48,48,766
"Climate ENM",0,"pseudo.8953",43.722722,-122.236496,1264,9.525,10.15,39.03846154,567.4284096,25,-1,26,3.483333333,17.26666667,17.26666667,3.25,1689,246,27,53.76057355,709,108,108,634
"Climate ENM",0,"pseudo.8954",43.748359,-122.851145,553,10.77083333,11.39166667,43.64623244,525.5190436,26.5,0.4,26.1,5.066666667,17.6,17.6,4.866666667,1439,229,19,61.17118453,656,84,84,579
"Climate ENM",0,"pseudo.8955",36.936875,-118.863045,2578,3.8625,11.325,43.22519084,547.4491467,18.9,-7.3,26.2,-1.516666667,10.98333333,11.2,-1.666666667,1093,230,2,94.28079711,630,15,15,568
"Climate ENM",0,"pseudo.8956",40.261338,-121.285516,1476,8.25,16.2,46.55172414,677.6899264,28.8,-6,34.8,0.333333333,16.68333333,16.76666667,0.333333333,950,175,5,80.53023708,490,29,33,490
"Climate ENM",0,"pseudo.8957",43.445023,-123.553794,93,12.5875,12.075,45.73863636,533.5691358,28.7,2.3,26.4,6.666666667,19.38333333,19.38333333,6.366666667,1090,203,11,72.72344733,545,52,52,492
"Climate ENM",0,"pseudo.8958",43.366395,-121.85676,1560,6.045833333,15.20833333,44.73039216,672.534076,25.8,-8.2,34,-1.366666667,14.63333333,14.63333333,-1.766666667,723,129,13,69.37291121,352,49,49,323
"Climate ENM",0,"pseudo.8959",34.888173,-118.688749,1317,12.35,11.06666667,39.52380952,646.4096646,28.4,0.4,28,5.983333333,20.55,20.76666667,5.35,369,82,1,91.2657375,210,5,11,203
"Climate ENM",0,"pseudo.8960",40.525628,-122.659104,843,14.6,11.53333333,38.70246085,704.9403585,32,2.2,29.8,6.9,24,24,6.9,1469,290,5,84.34841559,792,33,33,792
"Climate ENM",0,"pseudo.8961",34.108505,-118.90657,743,14.98333333,15.3,60,371.3325717,29.4,3.9,25.5,10.95,19.5,19.96666667,10.95,560,131,0,104.4338236,347,4,9,347
"Climate ENM",0,"pseudo.8962",35.921352,-118.577847,2223,8.691666667,12.95,45.12195122,585.4362528,25.7,-3,28.7,2.716666667,16.15,16.56666667,2.716666667,827,213,4,110.4850827,555,14,15,555
"Climate ENM",0,"pseudo.8963",42.98323,-123.862875,387,11.64583333,11.74166667,47.92517007,470.0505695,26.2,1.7,24.5,6.75,17.88333333,17.88333333,6.383333333,1705,311,11,74.2159228,830,64,64,795
"Climate ENM",0,"pseudo.8964",38.433254,-119.997949,2088,7.029166667,12.375,40.04854369,690.3242266,24.4,-6.5,30.9,0.2,15.83333333,15.98333333,-0.65,1215,220,6,74.10517007,577,37,46,565
"Climate ENM",0,"pseudo.8965",33.387083,-116.540647,1377,14.325,15.46666667,49.73204716,599.3879454,32.1,1,31.1,8.416666667,19.3,22.21666667,7.766666667,284,56,1,75.41636865,149,19,32,144
"Climate ENM",0,"pseudo.8966",34.696291,-120.155963,269,16.35833333,16.01666667,61.6025641,358.2649688,30.5,4.5,26,12.66666667,20.4,20.88333333,12.03333333,505,106,0,98.8894276,306,2,7,282
"Climate ENM",0,"pseudo.8967",40.676691,-123.157438,1190,11.30833333,14.38333333,45.66137566,664.9635442,30.3,-1.2,31.5,3.95,19.98333333,19.98333333,3.95,1430,319,5,89.69063932,790,31,31,790
"Climate ENM",0,"pseudo.8968",43.33214,-123.411539,231,12.68333333,12.1,44.81481481,549.910461,29,2,27,6.7,19.71666667,19.71666667,6.316666667,1017,188,10,72.10993894,501,54,54,443
"Climate ENM",0,"pseudo.8969",35.893436,-118.350433,2358,6.925,10.78333333,40.6918239,575.446467,22.8,-3.7,26.5,1.116666667,14.2,14.8,1.116666667,813,215,3,112.1778131,555,12,18,555
"Climate ENM",0,"pseudo.8970",43.026333,-123.455785,312,12.62083333,10.69166667,43.46205962,541.4855758,27.5,2.9,24.6,6.983333333,19.86666667,19.86666667,6.733333333,1302,257,8,78.40499475,682,47,47,612
"Climate ENM",0,"pseudo.8971",38.461512,-121.038011,97,16.19583333,14.425,45.50473186,639.7849722,34.8,3.1,31.7,8.466666667,23.95,23.96666667,8.466666667,552,99,1,85.46346752,291,8,11,291
"Climate ENM",0,"pseudo.8972",41.18569,-123.40418,1819,8.766666667,16.78333333,47.41054614,694.570938,29.6,-5.8,35.4,1.1,17.5,17.5,0.816666667,2266,487,7,87.30389486,1205,49,49,1195
"Climate ENM",0,"pseudo.8973",41.875971,-123.272817,799,10.12916667,13.44166667,45.10626398,609.8340249,28,-1.8,29.8,3.616666667,18.18333333,18.18333333,3.4,1073,231,8,84.16563878,574,38,38,561
"Climate ENM",0,"pseudo.8974",34.336227,-117.606319,1897,11.3375,10.59166667,40.73717949,599.4130652,26.1,0.1,26,5.2,18.85,19.06666667,4.583333333,1013,259,2,105.8148109,644,17,29,617
"Climate ENM",0,"pseudo.8975",40.36315,-123.700146,632,12.27083333,15.59166667,49.81363152,599.7592636,31.4,0.1,31.3,5.566666667,19.95,19.95,5.566666667,1486,311,3,87.12669424,801,31,31,801
"Climate ENM",0,"pseudo.8976",42.480811,-122.580814,1022,10.07916667,13.94166667,43.70428422,650.4350234,29.2,-2.7,31.9,3,18.81666667,18.81666667,2.916666667,909,146,16,57.55500981,388,59,59,350
"Climate ENM",0,"pseudo.8977",44.074669,-122.697813,462,11.42083333,11.05833333,42.86175711,527.2805805,27.2,1.4,25.8,5.7,18.23333333,18.23333333,5.5,1596,250,20,60.06841115,715,97,97,632
"Climate ENM",0,"pseudo.8978",40.510088,-123.329061,1239,9.483333333,16.28333333,48.60696517,650.0431221,30.1,-3.4,33.5,2.25,17.81666667,17.81666667,2.25,1401,302,5,88.22402173,763,33,33,763
"Climate ENM",0,"pseudo.8979",39.98193,-123.915566,408,12.52916667,9.941666667,43.7958884,490.3545023,27,4.3,22.7,7.35,19.15,19.15,7.35,1905,398,3,88.77505189,1051,38,38,1051
"Climate ENM",0,"pseudo.8980",35.022073,-119.1568,279,17.28333333,14.2,42.64264264,702.5128059,35.3,2,33.3,10.51666667,25.98333333,25.98333333,8.883333333,181,36,0,80.95754121,101,3,3,88
"Climate ENM",0,"pseudo.8981",44.251066,-122.612037,852,9.9125,10.85833333,42.74934383,524.8121958,25.4,0,25.4,4.216666667,16.75,16.75,4.083333333,2085,340,26,58.74131268,902,133,133,792
"Climate ENM",0,"pseudo.8982",40.455575,-121.09409,1804,6.5,14.5,44.07294833,663.9585146,26.2,-6.7,32.9,-1.133333333,14.88333333,14.88333333,-1.133333333,1080,203,5,79.14585021,557,31,31,557
"Climate ENM",0,"pseudo.8983",36.641016,-121.659854,13,14.69166667,11.05,59.72972973,255.3325224,23.8,5.3,18.5,11.48333333,17.18333333,17.68333333,11.48333333,356,68,1,90.94721232,197,5,7,197
"Climate ENM",0,"pseudo.8984",42.731853,-121.712597,1399,6.975,17.35,47.14673913,680.933517,28.5,-8.3,36.8,-0.683333333,15.51666667,15.51666667,-0.95,530,87,11,58.12566842,236,41,41,216
"Climate ENM",0,"pseudo.8985",40.488804,-123.50787,1228,10.05416667,16.70833333,48.99804497,652.0996101,31.1,-3,34.1,2.75,18.33333333,18.33333333,2.75,1752,386,4,90.66129738,975,34,34,975
"Climate ENM",0,"pseudo.8986",42.349445,-124.302217,705,11.92083333,10.425,43.4375,508.4891093,26.7,2.7,24,6.683333333,18.81666667,18.81666667,6.65,2889,523,17,75.97834333,1413,104,104,1373
"Climate ENM",0,"pseudo.8987",38.743751,-120.511156,1233,13.08333333,13.75,44.49838188,656.8323895,31.1,0.2,30.9,5.816666667,21.3,21.7,5.816666667,1328,237,4,81.51475088,676,26,31,676
"Climate ENM",0,"pseudo.8988",40.642999,-123.360836,633,12.59583333,16.70833333,49.28711898,659.8638232,33.5,-0.4,33.9,5.083333333,20.86666667,20.86666667,5.083333333,1225,262,4,87.27709047,666,28,33,666
"Climate ENM",0,"pseudo.8989",33.280068,-116.17313,243,20.96666667,16.63333333,47.6599809,685.6527525,39.9,5,34.9,13,23.11666667,29.58333333,13,124,24,1,71.41890916,66,6,15,66
"Climate ENM",0,"pseudo.8990",34.2313,-117.467154,804,14.88333333,14.48333333,50.46457607,535.7718872,31.6,2.9,28.7,9.483333333,21.48333333,21.75,8.733333333,814,193,1,106.5646415,523,6,14,494
"Climate ENM",0,"pseudo.8991",37.429881,-121.556132,762,15.38333333,9.05,38.02521008,588.8715454,29.3,5.5,23.8,9.366666667,22.85,23.11666667,9.366666667,613,113,0,86.71345161,328,6,10,328
"Climate ENM",0,"pseudo.8992",42.482557,-122.841612,454,12.4625,14.15833333,43.9699793,680.1073612,32,-0.2,32.2,4.85,21.03333333,21.11666667,4.716666667,595,120,8,71.30663442,296,29,42,284
"Climate ENM",0,"pseudo.8993",34.118276,-117.091399,660,16.67083333,15.525,50.24271845,575.2211367,34.6,3.7,30.9,10.98333333,23.83333333,24.23333333,10.26666667,407,102,2,100.2681047,256,10,16,243
"Climate ENM",0,"pseudo.8994",33.632729,-116.619256,1537,13.225,15.06666667,51.24716553,536.340716,30,0.6,29.4,8.066666667,17.28333333,20.43333333,7.35,416,87,2,86.59325654,232,18,33,227
"Climate ENM",0,"pseudo.8995",34.04997,-116.78097,1668,12.6125,13.225,43.79139073,640.2276761,29.3,-0.9,30.2,6.433333333,18.31666667,20.76666667,5.266666667,706,160,2,95.87132933,414,19,19,405
"Climate ENM",0,"pseudo.8996",39.036435,-123.596535,261,13.89166667,14.4,56.47058824,426.0006046,29.1,3.6,25.5,9,19.25,19.25,9,1166,243,1,91.53441347,646,16,16,646
"Climate ENM",0,"pseudo.8997",37.828049,-119.115872,2173,7.879166667,15.75833333,45.15281757,696.7700101,27.8,-7.1,34.9,-0.2,16.88333333,16.88333333,-0.2,549,102,3,76.52920912,293,28,28,293
"Climate ENM",0,"pseudo.8998",43.303209,-123.810982,409,11.80416667,11.09166667,45.64471879,504.0538316,26.5,2.2,24.3,6.45,18.43333333,18.43333333,6.1,1972,354,17,71.66408693,955,87,87,878
"Climate ENM",0,"pseudo.8999",38.335446,-119.813281,1909,7.775,12.76666667,41.8579235,667.0780927,25.1,-5.4,30.5,0.333333333,16.2,16.53333333,0.333333333,968,182,6,74.38269679,472,32,38,472
"Climate ENM",0,"pseudo.9000",42.208488,-122.634368,670,10.675,13.18333333,43.36622807,639.8774741,28.9,-1.5,30.4,3.616666667,18.96666667,18.96666667,3.6,582,102,12,57.97471046,257,43,43,226
"Climate ENM",0,"pseudo.9001",34.440991,-119.420395,765,13.91666667,15.33333333,52.87356322,489.6349908,30.9,1.9,29,9,19.95,20.23333333,8.366666667,693,170,0,107.8600743,439,3,8,434
"Climate ENM",0,"pseudo.9002",33.054416,-116.18333,703,18.11666667,16.61666667,49.30761622,641.3172996,37,3.3,33.7,11.91666667,23.56666667,26.38333333,10.85,296,66,1,89.12914253,176,12,29,159
"Climate ENM",0,"pseudo.9003",43.506458,-122.677005,832,11.26666667,10.31666667,40.45751634,546.9142086,26.5,1,25.5,5.416666667,18.65,18.65,5.383333333,1719,306,8,68.18482494,854,81,81,740
"Climate ENM",0,"pseudo.9004",32.609329,-117.09196,10,16.95416667,8.475,49.85294118,302.3728759,24.7,7.7,17,13.9,20.15,20.93333333,13.4,248,53,1,91.25978618,144,5,8,134
"Climate ENM",0,"pseudo.9005",37.661072,-119.691988,2131,10.47916667,11.325,38.78424658,682.7266801,27.1,-2.1,29.2,3.266666667,19.06666667,19.81666667,3.266666667,986,226,1,96.29321551,564,8,9,564
"Climate ENM",0,"pseudo.9006",33.872882,-117.784328,147,17.28333333,14.55,56.8359375,389.6288055,31.1,5.5,25.6,13.38333333,21.8,22.46666667,12.91666667,396,102,0,106.2826657,252,3,8,249
"Climate ENM",0,"pseudo.9007",42.067375,-124.015164,571,11.36666667,9.6,42.47787611,492.6382286,25.1,2.5,22.6,6.3,18.03333333,18.03333333,6.266666667,2622,498,13,78.24629249,1305,79,79,1261
"Climate ENM",0,"pseudo.9008",41.656127,-124.109218,306,11.14166667,9.15,54.46428571,304.4132458,20,3.2,16.8,8.1,15.15,15.15,7.833333333,1993,384,9,78.345388,993,57,57,965
"Climate ENM",0,"pseudo.9009",34.190971,-115.958923,499,21.16666667,16.51666667,44.04444444,791.1163957,41.1,3.6,37.5,11.78333333,24.65,31.06666667,11.78333333,78,11,0,48.07401701,31,4,16,31
"Climate ENM",0,"pseudo.9010",34.479389,-117.995072,1265,13.7,13.55,44.42622951,639.6234688,30.7,0.2,30.5,7.25,21.75,21.8,6.316666667,355,87,1,96.81062994,215,8,14,210
"Climate ENM",0,"pseudo.9011",37.879052,-117.319308,1483,12.375,16.88333333,40.87974173,887.9099565,34.7,-6.6,41.3,4.05,21.03333333,23.61666667,1.766666667,131,15,7,18.74998611,42,28,28,38
"Climate ENM",0,"pseudo.9012",36.306396,-118.731477,2132,7.658333333,12.5,43.25259516,620.3218861,24.5,-4.4,28.9,1.183333333,15.65,15.88333333,1.183333333,951,196,2,95.26007235,556,13,16,556
"Climate ENM",0,"pseudo.9013",43.698563,-122.200472,1539,8.333333333,10.46666667,39.34837093,578.659632,24.1,-2.5,26.6,2.183333333,16.18333333,16.18333333,1.983333333,1748,266,29,51.74091673,705,129,129,632
"Climate ENM",0,"pseudo.9014",40.012418,-121.388539,1921,6.595833333,14.90833333,46.29917184,628.3038435,25.9,-6.3,32.2,-0.3,14.61666667,14.65,-0.3,2336,456,6,88.46288244,1268,45,49,1268
"Climate ENM",0,"pseudo.9015",39.44377,-123.358833,464,12.57083333,15.875,54.93079585,476.9765495,29.5,0.6,28.9,7.233333333,18.5,18.66666667,7.233333333,1337,277,1,92.62756178,751,15,18,751
"Climate ENM",0,"pseudo.9016",44.447909,-122.464031,540,10.65,11.78333333,45.14687101,519.7770501,26.5,0.4,26.1,5,17.33333333,17.33333333,4.666666667,1620,252,22,57.76963668,709,104,104,621
"Climate ENM",0,"pseudo.9017",36.540372,-121.018147,912,13.85,17.51666667,53.24214792,563.9511584,32.8,-0.1,32.9,8.333333333,20.95,21.1,7.583333333,567,111,1,91.21793397,322,7,13,298
"Climate ENM",0,"pseudo.9018",41.093233,-122.165117,1360,11.59583333,14.575,44.30091185,681.5872462,30.6,-2.3,32.9,3.7,19.86666667,19.93333333,3.7,1854,336,7,82.45863146,952,47,50,952
"Climate ENM",0,"pseudo.9019",36.948582,-121.673304,266,14.775,13.85,60.48034934,359.1751915,26.2,3.3,22.9,10.26666667,18.76666667,19.01666667,10.26666667,887,192,1,98.37459572,526,8,12,526
"Climate ENM",0,"pseudo.9020",34.902287,-118.698591,1683,10.65,11.58333333,41.22182681,631.423356,26.7,-1.4,28.1,4.4,18.7,18.88333333,3.9,389,78,1,85.73503968,212,6,12,196
"Climate ENM",0,"pseudo.9021",41.007329,-122.026304,1106,13.13333333,13.86666667,42.27642276,689.6782298,31.4,-1.4,32.8,4.816666667,20.9,21.45,4.816666667,2241,406,8,83.33873961,1154,49,66,1154
"Climate ENM",0,"pseudo.9022",40.711133,-124.067208,178,11.91666667,9.333333333,53.03030303,323.1684991,21.4,3.8,17.6,8.266666667,16.08333333,16.08333333,8.266666667,1457,316,2,89.02991485,773,27,27,773
"Climate ENM",0,"pseudo.9023",33.635432,-117.735723,73,17.2,12.81666667,56.46108664,348.2814953,28.6,5.9,22.7,13.68333333,21.06666667,21.73333333,13.15,369,97,0,103.3245878,233,5,10,224
"Climate ENM",0,"pseudo.9024",40.853958,-122.793828,723,12.52083333,16.575,47.76657061,708.1616993,33.6,-1.1,34.7,4.416666667,21.36666667,21.36666667,4.416666667,1100,212,5,84.08247588,579,31,31,579
"Climate ENM",0,"pseudo.9025",39.948771,-122.907294,1378,10.19583333,12.05833333,43.21983274,614.4082827,26.9,-1,27.9,3.616666667,18.43333333,18.43333333,3.616666667,1765,353,2,90.669211,990,24,24,990
"Climate ENM",0,"pseudo.9026",40.715117,-121.42448,1254,10.25,14.03333333,42.91539246,684.8589769,29.3,-3.4,32.7,2.283333333,19.05,19.05,2.283333333,579,103,5,66.41868398,275,26,26,275
"Climate ENM",0,"pseudo.9027",37.754925,-120.059578,768,14.18333333,15.05,45.88414634,651.5099013,33.1,0.3,32.8,6.916666667,22.36666667,22.71666667,6.916666667,958,193,2,88.92338924,519,13,18,519
"Climate ENM",0,"pseudo.9028",35.452104,-118.249516,1743,12.94166667,11.05,37.84246575,672.1263184,30.1,0.9,29.2,6.533333333,21.28333333,21.85,5.45,351,75,1,97.17111904,213,14,24,202
"Climate ENM",0,"pseudo.9029",38.918194,-119.8729,2056,6.920833333,13.70833333,43.24395373,654.5104289,24.5,-7.2,31.7,-0.5,15.45,15.45,-0.5,725,127,7,70.33968701,346,36,36,346
"Climate ENM",0,"pseudo.9030",43.717595,-122.824634,731,10.25416667,11.94166667,44.22839506,539.8798618,26.6,-0.4,27,4.4,17.25,17.25,4.2,1497,246,17,63.11032066,698,80,80,616
"Climate ENM",0,"pseudo.9031",43.639607,-122.390269,975,10.1875,10.14166667,39.00641026,557.702776,25.8,-0.2,26,4.283333333,17.86666667,17.86666667,4.016666667,1484,233,20,58.45600483,666,89,89,588
"Climate ENM",0,"pseudo.9032",33.002355,-116.595713,1515,12.27916667,14.69166667,48.64790287,587.175281,29.6,-0.6,30.2,6.533333333,19.8,20.05,5.883333333,813,176,3,91.52846855,460,26,39,443
"Climate ENM",0,"pseudo.9033",41.996904,-122.121261,1394,8.304166667,10.65833333,35.76621924,704.8451098,26.3,-3.5,29.8,0.7,17.95,17.95,0.7,611,112,10,62.59538195,281,39,39,281
"Climate ENM",0,"pseudo.9034",33.570925,-117.415626,795,15.66666667,17.28333333,53.17948718,552.7712552,33.7,1.2,32.5,10.23333333,22.55,22.86666667,9.466666667,392,90,1,99.23017801,238,9,15,235
"Climate ENM",0,"pseudo.9035",35.007953,-119.113489,358,16.875,14.3,43.33333333,689.9851777,34.8,1.8,33,10.18333333,25.45,25.45,8.7,192,38,0,82.46745285,109,4,4,95
"Climate ENM",0,"pseudo.9036",40.785541,-122.654232,1308,12.025,14.48333333,44.70164609,689.5304727,31.2,-1.2,32.4,4.283333333,20.73333333,20.73333333,4.283333333,1584,307,6,85.64830596,862,38,38,862
"Climate ENM",0,"pseudo.9037",40.788113,-123.440379,406,12.9375,16.79166667,49.82690406,652.2134515,33.7,0,33.7,5.466666667,21.05,21.13333333,5.466666667,1221,262,4,86.81721957,659,28,31,659
"Climate ENM",0,"pseudo.9038",37.698702,-117.674425,1330,13.17916667,17.475,41.21462264,907.9834258,35.7,-6.7,42.4,4.7,22.08333333,24.58333333,2.233333333,132,16,7,22.75251124,45,26,27,39
"Climate ENM",0,"pseudo.9039",42.969893,-123.90103,755,10.425,12.23333333,47.78645833,484.9015833,25.6,0,25.6,5.416666667,16.85,16.85,5.033333333,1746,320,10,75.16003391,853,62,62,826
"Climate ENM",0,"pseudo.9040",38.925103,-120.465677,1704,11.10416667,13.775,44.72402597,646.4394028,28.9,-1.9,30.8,4.033333333,19.1,19.73333333,4.033333333,1460,256,6,81.08802612,745,35,44,745
"Climate ENM",0,"pseudo.9041",33.396041,-117.107505,344,16.85416667,15.40833333,56.03030303,431.0582028,31.5,4,27.5,12.51666667,21.98333333,22.53333333,11.96666667,339,78,2,95.49450188,206,8,12,191
"Climate ENM",0,"pseudo.9042",32.695218,-115.799972,54,22.62916667,16.59166667,45.83333333,750.9220342,41.4,5.2,36.2,13.66666667,25.31666667,31.88333333,13.66666667,63,12,0,68.94530111,35,2,8,35
"Climate ENM",0,"pseudo.9043",43.183927,-122.570005,1492,7.383333333,11.75,40.23972603,614.8145816,25.1,-4.1,29.2,1.133333333,15.95,15.95,0.816666667,1353,228,20,62.77857087,629,82,82,557
"Climate ENM",0,"pseudo.9044",33.656084,-117.063287,574,17.00833333,17.75,53.62537764,551.8474482,35.4,2.3,33.1,11.51666667,23.85,24.18333333,10.81666667,309,71,1,96.44998122,193,8,14,175
"Climate ENM",0,"pseudo.9045",34.513727,-118.199776,1128,14.32916667,11.10833333,41.76065163,577.8111454,29.9,3.3,26.6,8.5,21.55,21.86666667,7.883333333,340,91,1,101.1125657,212,7,12,207
"Climate ENM",0,"pseudo.9046",36.811326,-121.72009,55,14.125,10.7,60.11235955,246.8575224,22.8,5,17.8,11,16.58333333,17.05,11,479,95,1,92.12295264,268,6,9,268
"Climate ENM",0,"pseudo.9047",37.528274,-119.004323,2524,4.7375,14.60833333,47.27615965,579.1652496,22.5,-8.4,30.9,-1.75,12.2,12.26666667,-1.75,1128,231,2,91.74872894,656,17,27,656
"Climate ENM",0,"pseudo.9048",32.895906,-116.245811,419,19.69166667,18.11666667,52.66472868,629.9308524,39.4,5,34.4,12.56666667,21.3,27.8,12.56666667,167,35,1,81.17790467,94,8,24,94
"Climate ENM",0,"pseudo.9049",38.042522,-120.990466,54,16.1375,14.575,47.01612903,620.674578,33.9,2.9,31,8.55,23.6,23.6,8.55,443,88,1,87.07624632,240,5,5,240
